집계년도,시군명,관리기관명,단속일시정보,단속장소,단속방법,데이터기준일자
2023,경기도 오산시,오산시청,2023-12-02 16:37,(앱)궐동하늘채부근소화전/1분이상),안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 16:39,세교9단지후문상가도로,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 16:48,세마타워뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 16:49,성산초교,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 16:51,오산동현대빌라,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 16:53,오원사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 16:54,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 16:57,세교9단지후문상가도로,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 16:57,제일하이빌,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 16:58,센트하임앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 16:59,운암4단지후문초심앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:01,중앙동세명프라자,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:09,운암4단지후문초심앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:15,운암4단지후문초심앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:16,세마타워뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:17,궐동아씨닭발뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:20,오색시장대원약국앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:22,궐동우남퍼스트빌후문버스정류장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:23,영무파라드102동앞삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:24,세교9단지후문상가도로,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:26,((앱)갈곶동타이어프로부근모퉁이/1분이상),안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:31,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:32,오산대역2번출입구,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:37,운암4단지후문초심앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:37,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:39,GS25오산타운점맞은편,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:45,세마타워뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:45,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:46,세마타워뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:49,오산대역더샵후문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:49,센트하임앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:52,영무파라드102동앞삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:53,오산역1번출구,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:54,GS25오산타운점맞은편,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:55,운암4단지후문초심앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:55,필봉터널사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:55,세교9단지후문상가도로,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:56,영무파라드102동앞삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:57,어울림복개천사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:58,세교9단지후문상가도로,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 17:59,오색시장대원약국앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 18:25,(앱)부산동다온초등학교부근인도/1분이상),안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 19:06,(앱)궐동김경자대구왕뽈찜부근인도/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 20:02,앱)오산동굿모닝빌부근모퉁이/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 20:17,(앱)궐동골드원아파트부근인도/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 21:31,(앱)오산동상진프라자부근소화전/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 21:31,(앱)오산동상진프라자부근횡단보도/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 21:34,(앱)오산동운암프라자3차부근횡단보도/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 21:51,(앱)오산동오산역제2환승주차장부근횡단보도/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 22:45,(앱)원동평화타운부근인도/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 22:59,(앱)오산동청호뼈감자탕부근인도/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-02 23:01,앱)오산동청호뼈감자탕부근안전지대/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 0:47,(앱)원동스파오오산점부근인도/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 07:29,(앱)원동요일밥상부근인도/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 08:45,(앱)원동요일밥상부근인도/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 08:48,앱)부산동시티자이2차부근황색선/10분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 08:48,앱)부산동시티자이2차부근황색선/10분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:08,앱)오산동더리치빌라부근황색선/10분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:16,GS25궐동승리점앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:18,오색시장대원약국앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:19,궐동프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:20,GS25궐동승리점앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:21,GS25오산타운점맞은편,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:21,GS25궐동승리점앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:21,어울림복개천사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:21,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:22,GS25궐동승리점앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:22,궐동우남퍼스트빌후문버스정류장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:23,우성빌라앞삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:23,우성빌라앞삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:24,(앱)궐동아이원빌딩부근소화전/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:25,궐동한성빌리지공영주차장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:25,어울림복개천사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:26,대우A신협앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:28,궐동한성빌리지공영주차장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:29,성산초교,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:30,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:31,GS25궐동승리점앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:33,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:33,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:34,원동제노호텔사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:39,우성빌라앞삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:41,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:43,오산동현대빌라,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:44,궐동양평해장국사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:44,궐리사정문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:46,궐동우남퍼스트빌후문버스정류장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:53,법원앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:54,운암4단지후문초심앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:55,영무파라드102동앞삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:56,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:57,오색시장대원약국앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:58,우먼필옆공영주차장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 09:59,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:01,영무파라드102동앞삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:04,궐동아씨닭발뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:04,궐동608-2사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:05,대우A신협앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:06,대호초정문앞사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:06,오산대역2번출입구,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:07,궐동프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:09,세마타워뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:13,지곶동티로보틱스앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:14,궐동양평해장국사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:14,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:15,궐동아씨닭발뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:17,스위첸사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:19,궐동한성빌리지공영주차장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:19,원일초교부근,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:21,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:24,우성빌라앞삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:24,궐동프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:24,(앱)궐동하늘공인중개사사무소부근횡단보도/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:25,영무파라드102동앞삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:26,궐동아씨닭발뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:32,궐동우남퍼스트빌후문버스정류장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:35,GS25궐동승리점앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:35,궐동프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:36,센트하임앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:38,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:39,궐동한성빌리지공영주차장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:40,세마타워앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:40,중앙동성심약국,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:41,센트하임앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:46,센트하임앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:47,오색시장대원약국앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:49,화성초부근삼익A입구,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:50,영무파라드102동앞삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:52,(앱)부산동대성빌라부근횡단보도/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:54,궐동한성빌리지공영주차장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:54,영무파라드102동앞삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:54,앱)세교동꿈두레도서관부근모퉁이/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:58,오산동현대빌라,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:59,오산대역더샵후문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 10:59,오산대역더샵후문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:00,GS25오산타운점맞은편,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:04,어울림복개천사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:05,원동공룡국수옆사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:05,내삼미동임마누엘교회옆,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:05,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:07,우먼필옆공영주차장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:09,중앙동세명프라자,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:11,센트하임앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:12,대우A신협앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:17,궐동한성빌리지공영주차장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:22,오산대역더샵후문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:22,대호중앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:23,어울림복개천사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:24,궐동프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:24,세마타워뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:26,궐동프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:26,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:27,중앙동성심약국,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:28,원동공룡국수옆사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:29,(앱)오산동금성아파트부근소화전/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 11:36,(앱)오산동오산역민영유료주차장부근소화전/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 12:43,(앱)누읍동누읍어린이공원부근소화전/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:15,외삼미동더샵정문삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:17,GS25오산타운점맞은편,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:17,운암4단지후문초심앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:18,중앙동세명프라자,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:19,성호초후문오색시장입구,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:20,어울림복개천사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:20,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:20,오색시장대원약국앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:21,성호초후문오색시장입구,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:21,세마타워뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:24,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:25,대호초정문앞사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:26,오색시장대원약국앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:29,세마타워뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:29,대호중앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:29,오산대역2번출입구,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:30,센트하임앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:31,성호초후문오색시장입구,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:31,세교9단지후문상가도로,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:32,센트하임앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:37,오산대역더샵후문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:37,운암4단지후문초심앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:37,오산동현대빌라,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:38,어울림복개천사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:41,GS25오산타운점맞은편,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:42,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:42,운암4단지후문초심앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:44,우먼필옆공영주차장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:45,궐동양평해장국사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:46,운암4단지후문초심앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:48,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:52,궐동양평해장국사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:56,센트하임앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:57,궐동양평해장국사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 14:58,법원앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:02,궐리사정문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:04,원동공룡국수옆사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:06,우먼필옆공영주차장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:07,오산역1번출구,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:10,오산대역2번출입구,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:10,중앙동세명프라자,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:10,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:12,오산동현대빌라,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:13,오산대역더샵후문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:13,운암4단지후문초심앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:16,오산대역더샵후문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:18,오색시장대원약국앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:21,오색시장대원약국앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:23,오산대역더샵후문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:24,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:24,오산역1번출구,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:26,내삼미동임마누엘교회옆,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:27,세교1단지사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:28,우먼필옆공영주차장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:28,운암4단지후문초심앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:29,궐리사정문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:30,영무파라드102동앞삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:30,대호중앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:30,세마타워뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:31,오색시장대원약국앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:31,앱)오산동오션크린부근소화전/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:34,센트하임앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:36,운암4단지후문초심앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:37,오산대역더샵후문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:40,오색시장대원약국앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:43,앱)오산동트윈팰리스부근황샌선/10분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:44,GS25오산타운점맞은편,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:46,궐동아씨닭발뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:47,성호초후문오색시장입구,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:47,이마트,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:49,어울림복개천사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:50,오산대역더샵후문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:50,세마타워뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:54,GS25궐동승리점앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:54,GS25궐동승리점앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:57,내삼미동임마누엘교회옆,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 15:58,세교9단지후문상가도로,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:01,운암국민은행,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:01,운암4단지후문초심앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:03,오원사거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:04,궐동아씨닭발뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:05,앱)오산동트윈팰리스부근소화전/1분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:09,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:15,오산역1번출구,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:16,영무파라드102동앞삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:16,GS25궐동승리점앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:18,오산동현대빌라,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:22,앱)오산동트윈팰리스부근황색선/10분이상,안전신문고,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:24,세교9단지후문상가도로,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:27,GS25궐동승리점앞,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:30,내삼미동임마누엘교회옆,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:31,오산대역더샵후문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:32,피앤피프라자삼거리,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:33,운산초,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:38,오산대역2번출입구,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:38,궐동우남퍼스트빌후문버스정류장,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:39,세마타워뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:39,세교호반베르디움후문,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:40,세마타워뒤,고정형CCTV,2024-01-22
2023,경기도 오산시,오산시청,2023-12-03 16:41,오산대역더샵후문,고정형CCTV,2024-01-22
